trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",20,0,-54.83826607967878,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",1
2,False,"{'a': 0.002, 'e': 0.9999980000006666}",20,0,-65.82862432861948,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
3,False,"{'a': 0.002, 'e': 0.9999920000106667}",25,12,-20.811788833057662,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
4,False,"{'a': 0.002, 'e': 0.999982000054}",25,0,-131.3292196623244,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
5,False,"{'a': 0.002, 'e': 0.9999680001706663}",20,4,-75.22482295066095,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 1}",1
6,False,"{'a': 0.002, 'e': 0.9999500004166653}",20,0,-138.95082662340684,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
7,False,"{'a': 0.002, 'e': 0.9999280008639958}",20,0,-69.60358376240056,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
8,False,"{'a': 0.002, 'e': 0.9999020016006562}",20,0,-36.71887401063892,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
9,False,"{'a': 0.002, 'e': 0.9998720027306434}",30,0,-196.68930224050263,"{0: 14, 1: 8, 2: 5, 3: 0, 4: 3}",0
10,False,"{'a': 0.002, 'e': 0.9998380043739528}",25,0,-173.70349734340135,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
11,False,"{'a': 0.002, 'e': 0.9998000066665778}",25,0,-53.40476691973447,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
12,False,"{'a': 0.002, 'e': 0.9997580097605092}",30,0,-172.54604569966304,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
13,False,"{'a': 0.002, 'e': 0.9997120138237345}",20,0,-45.52396916035661,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
14,False,"{'a': 0.002, 'e': 0.9996620190402377}",35,0,-138.86524474880255,"{0: 20, 1: 5, 2: 9, 3: 0, 4: 1}",0
15,False,"{'a': 0.002, 'e': 0.9996080256099974}",30,0,-118.23179191549222,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
16,False,"{'a': 0.002, 'e': 0.9995500337489875}",25,0,-103.85460263923056,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
17,False,"{'a': 0.002, 'e': 0.9994880436891754}",30,0,-106.15334388204582,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
18,False,"{'a': 0.002, 'e': 0.9994220556785212}",30,0,-69.44637127327225,"{0: 19, 1: 3, 2: 8, 3: 0, 4: 0}",0
19,False,"{'a': 0.002, 'e': 0.9993520699809768}",20,10,-87.53885448996027,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 2}",1
20,False,"{'a': 0.002, 'e': 0.9992780868764849}",25,0,-119.74760310861724,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
21,False,"{'a': 0.002, 'e': 0.9992001066609779}",25,0,-75.11376575026671,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
22,False,"{'a': 0.002, 'e': 0.9991181296463766}",30,0,-203.9497866628422,"{0: 15, 1: 5, 2: 6, 3: 1, 4: 3}",0
23,False,"{'a': 0.002, 'e': 0.9990321561605888}",20,0,-158.01150588967278,"{0: 8, 1: 5, 2: 4, 3: 1, 4: 2}",0
24,False,"{'a': 0.002, 'e': 0.9989421865475084}",25,0,-186.92018553697366,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
25,False,"{'a': 0.002, 'e': 0.9988482211670138}",20,0,-83.3377564383688,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
26,False,"{'a': 0.002, 'e': 0.9987502603949663}",20,0,-60.58323944341535,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
27,False,"{'a': 0.002, 'e': 0.9986483046232089}",25,0,-76.83262361400381,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
28,False,"{'a': 0.002, 'e': 0.9985423542595644}",35,0,-224.62270586039054,"{0: 17, 1: 6, 2: 7, 3: 3, 4: 2}",0
29,False,"{'a': 0.002, 'e': 0.9984324097278344}",25,0,-141.71524008078333,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
30,False,"{'a': 0.002, 'e': 0.9983184714677966}",30,0,-70.81981893573149,"{0: 19, 1: 4, 2: 7, 3: 0, 4: 0}",0
31,False,"{'a': 0.002, 'e': 0.9982005399352042}",25,0,-100.54600747589943,"{0: 13, 1: 7, 2: 4, 3: 0, 4: 1}",0
32,False,"{'a': 0.002, 'e': 0.9980786156017829}",20,0,-65.93889108262414,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
33,False,"{'a': 0.002, 'e': 0.99795269895523}",20,0,-112.71281775708727,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
34,False,"{'a': 0.002, 'e': 0.9978227904992117}",20,12,-48.298530431569304,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
35,False,"{'a': 0.002, 'e': 0.9976888907533621}",25,0,-156.06888819393913,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
36,False,"{'a': 0.002, 'e': 0.9975510002532796}",20,0,-130.63846327469798,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
37,False,"{'a': 0.002, 'e': 0.9974091195505261}",20,0,-71.83066045299354,"{0: 9, 1: 5, 2: 6, 3: 0, 4: 0}",0
38,False,"{'a': 0.002, 'e': 0.9972632492126244}",25,0,-67.10272212737267,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
39,False,"{'a': 0.002, 'e': 0.9971133898230555}",25,0,-144.0136426995532,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
40,False,"{'a': 0.002, 'e': 0.9969595419812568}",25,4,-9.987118243217923,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
41,False,"{'a': 0.002, 'e': 0.9968017063026194}",20,0,-206.55719619502466,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
42,False,"{'a': 0.002, 'e': 0.9966398834184859}",30,8,-145.44871599699337,"{0: 10, 1: 3, 2: 7, 3: 0, 4: 2}",1
43,False,"{'a': 0.002, 'e': 0.9964740739761475}",25,0,-29.167712522155732,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
44,False,"{'a': 0.002, 'e': 0.996304278638842}",20,0,-143.52211740431864,"{0: 7, 1: 2, 2: 10, 3: 0, 4: 1}",0
45,False,"{'a': 0.002, 'e': 0.9961304980857502}",30,0,-176.44173348572343,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
46,False,"{'a': 0.002, 'e': 0.9959527330119943}",20,0,-133.62075670963546,"{0: 8, 1: 3, 2: 7, 3: 1, 4: 1}",0
47,False,"{'a': 0.002, 'e': 0.9957709841286342}",35,0,-218.7706660948664,"{0: 21, 1: 1, 2: 9, 3: 0, 4: 4}",1
48,False,"{'a': 0.002, 'e': 0.9955852521626654}",20,0,-120.7028054460119,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
49,False,"{'a': 0.002, 'e': 0.9953955378570153}",20,0,-152.09323512081454,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
50,False,"{'a': 0.002, 'e': 0.995201841970541}",30,0,-220.09327603466392,"{0: 17, 1: 4, 2: 4, 3: 1, 4: 4}",0
51,False,"{'a': 0.002, 'e': 0.9950041652780258}",25,7,-84.49278962517842,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 1}",1
52,False,"{'a': 0.002, 'e': 0.994802508570176}",25,0,-163.12204096628375,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
53,False,"{'a': 0.002, 'e': 0.9945968726536185}",25,0,-108.03574257779817,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
54,False,"{'a': 0.002, 'e': 0.9943872583508965}",20,0,-120.65559377815107,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
55,False,"{'a': 0.002, 'e': 0.9941736665004669}",20,0,-44.517383833002114,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
56,False,"{'a': 0.002, 'e': 0.9939560979566968}",25,0,-91.32421056814856,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
57,False,"{'a': 0.002, 'e': 0.9937345535898603}",20,0,-182.72925521859258,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 4}",0
58,False,"{'a': 0.002, 'e': 0.9935090342861342}",20,0,-53.62009790126575,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
59,False,"{'a': 0.002, 'e': 0.9932795409475959}",20,0,-70.4433612272677,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
60,False,"{'a': 0.002, 'e': 0.993046074492218}",20,0,-62.721727614264594,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
61,False,"{'a': 0.002, 'e': 0.9928086358538663}",20,0,-72.66556497348057,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
62,False,"{'a': 0.002, 'e': 0.9925672259822949}",25,0,-194.07391415346729,"{0: 11, 1: 5, 2: 6, 3: 0, 4: 3}",0
63,False,"{'a': 0.002, 'e': 0.9923218458431429}",25,0,-29.66166544907812,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
64,False,"{'a': 0.002, 'e': 0.9920724964179307}",30,0,-201.70976579954248,"{0: 16, 1: 5, 2: 5, 3: 1, 4: 3}",0
65,False,"{'a': 0.002, 'e': 0.9918191787040556}",25,0,-194.8876161357662,"{0: 15, 1: 1, 2: 5, 3: 0, 4: 4}",0
66,False,"{'a': 0.002, 'e': 0.9915618937147881}",25,0,-123.37310804321291,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
67,False,"{'a': 0.002, 'e': 0.9913006424792677}",20,0,-120.37547128744981,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
68,False,"{'a': 0.002, 'e': 0.9910354260424993}",25,0,-83.10195784017978,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
69,False,"{'a': 0.002, 'e': 0.990766245465348}",30,0,-94.5878667716439,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
70,False,"{'a': 0.002, 'e': 0.9904931018245359}",25,3,-133.6046261793587,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 3}",1
71,False,"{'a': 0.002, 'e': 0.9902159962126371}",25,0,-217.21918243889078,"{0: 12, 1: 5, 2: 4, 3: 0, 4: 4}",0
72,False,"{'a': 0.002, 'e': 0.9899349297380738}",20,0,-131.50041814578415,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
73,False,"{'a': 0.002, 'e': 0.9896499035251115}",25,0,-59.836731875546015,"{0: 15, 1: 5, 2: 5, 3: 0, 4: 0}",0
74,False,"{'a': 0.002, 'e': 0.9893609187138546}",20,0,-151.1000516830691,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
75,False,"{'a': 0.002, 'e': 0.989067976460242}",20,0,-20.32194669616781,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
76,False,"{'a': 0.002, 'e': 0.9887710779360422}",25,0,-179.16542406708805,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
77,False,"{'a': 0.002, 'e': 0.9884702243288492}",25,0,-73.97029341867281,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
78,False,"{'a': 0.002, 'e': 0.9881654168420767}",20,0,-111.54906048838004,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
79,False,"{'a': 0.002, 'e': 0.9878566566949545}",20,0,-209.34053828454128,"{0: 10, 1: 0, 2: 6, 3: 0, 4: 4}",0
80,False,"{'a': 0.002, 'e': 0.9875439451225226}",20,0,-99.8746456818784,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
81,False,"{'a': 0.002, 'e': 0.9872272833756269}",25,0,-87.67187043835733,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
82,False,"{'a': 0.002, 'e': 0.986906672720914}",20,6,-88.03471593491884,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
83,False,"{'a': 0.002, 'e': 0.9865821144408262}",20,0,-208.95896105745624,"{0: 8, 1: 2, 2: 5, 3: 2, 4: 3}",0
84,False,"{'a': 0.002, 'e': 0.986253609833596}",30,0,-107.65226730173838,"{0: 14, 1: 7, 2: 9, 3: 0, 4: 0}",0
85,False,"{'a': 0.002, 'e': 0.9859211602132415}",25,0,-252.85390718291518,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 5}",0
86,False,"{'a': 0.002, 'e': 0.9855847669095608}",20,0,-107.09781376739568,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
87,False,"{'a': 0.002, 'e': 0.9852444312681263}",20,0,-90.77781010738704,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
88,False,"{'a': 0.002, 'e': 0.9849001546502806}",25,0,-54.27430508355897,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
89,False,"{'a': 0.002, 'e': 0.9845519384331295}",25,11,-41.26929439806362,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
90,False,"{'a': 0.002, 'e': 0.9841997840095373}",25,0,-40.76165554296361,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
91,False,"{'a': 0.002, 'e': 0.9838436927881214}",25,0,-151.08909139008694,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
92,False,"{'a': 0.002, 'e': 0.9834836661932461}",25,0,-119.66023212791995,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
93,False,"{'a': 0.002, 'e': 0.9831197056650174}",35,4,-188.9825377531502,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 3}",1
94,False,"{'a': 0.002, 'e': 0.9827518126592768}",35,14,-48.59421897572843,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 1}",1
95,False,"{'a': 0.002, 'e': 0.9823799886475959}",35,2,-153.53707672440095,"{0: 19, 1: 5, 2: 7, 3: 0, 4: 2}",1
96,False,"{'a': 0.002, 'e': 0.9820042351172703}",35,0,-83.1349322683521,"{0: 23, 1: 3, 2: 9, 3: 0, 4: 0}",0
97,False,"{'a': 0.002, 'e': 0.9816245535713135}",20,10,-57.68324374983482,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
98,False,"{'a': 0.002, 'e': 0.9812409455284513}",25,0,-150.51318423297403,"{0: 13, 1: 3, 2: 7, 3: 0, 4: 2}",0
99,False,"{'a': 0.002, 'e': 0.9808534125231153}",25,0,-167.56428798235706,"{0: 8, 1: 7, 2: 8, 3: 1, 4: 1}",0
100,False,"{'a': 0.002, 'e': 0.9804619561054371}",30,0,-215.85067733998488,"{0: 16, 1: 4, 2: 6, 3: 0, 4: 4}",0
101,False,"{'a': 0.002, 'e': 0.9800665778412416}",20,0,-107.22947642211038,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
102,False,"{'a': 0.002, 'e': 0.9796672793120416}",25,0,-85.07826601571207,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
103,False,"{'a': 0.002, 'e': 0.9792640621150305}",30,0,-176.29087311782902,"{0: 18, 1: 6, 2: 2, 3: 1, 4: 3}",0
104,False,"{'a': 0.002, 'e': 0.9788569278630767}",30,0,-135.06997539560976,"{0: 15, 1: 6, 2: 8, 3: 0, 4: 1}",0
105,False,"{'a': 0.002, 'e': 0.9784458781847165}",20,0,-220.88560966566695,"{0: 8, 1: 2, 2: 4, 3: 3, 4: 3}",0
106,False,"{'a': 0.002, 'e': 0.9780309147241483}",20,0,-84.9616963769812,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
107,False,"{'a': 0.002, 'e': 0.9776120391412251}",30,0,-186.21550853213645,"{0: 18, 1: 4, 2: 4, 3: 1, 4: 3}",0
108,False,"{'a': 0.002, 'e': 0.9771892531114489}",20,0,-120.34365308804297,"{0: 10, 1: 6, 2: 2, 3: 0, 4: 2}",0
109,False,"{'a': 0.002, 'e': 0.9767625583259631}",30,15,-84.8959591986518,"{0: 9, 1: 0, 2: 4, 3: 1, 4: 1}",1
110,False,"{'a': 0.002, 'e': 0.9763319564915464}",20,0,-74.49413663309379,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
111,False,"{'a': 0.002, 'e': 0.9758974493306055}",20,0,-157.12444568089174,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
112,False,"{'a': 0.002, 'e': 0.9754590385811684}",30,14,-68.24365699307889,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
113,False,"{'a': 0.002, 'e': 0.9750167259968777}",25,0,-159.32148488296303,"{0: 10, 1: 3, 2: 11, 3: 0, 4: 1}",0
114,False,"{'a': 0.002, 'e': 0.974570513346983}",25,0,-72.92106719599148,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
115,False,"{'a': 0.002, 'e': 0.9741204024163344}",20,5,-74.88726891506823,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
116,False,"{'a': 0.002, 'e': 0.9736663950053749}",20,0,-102.97186388182706,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
117,False,"{'a': 0.002, 'e': 0.9732084929301336}",20,0,-42.87497955392199,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
118,False,"{'a': 0.002, 'e': 0.9727466980222181}",20,0,-56.76038981527671,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
119,False,"{'a': 0.002, 'e': 0.9722810121288076}",35,0,-177.72593529000835,"{0: 23, 1: 3, 2: 5, 3: 1, 4: 3}",0
120,False,"{'a': 0.002, 'e': 0.971811437112645}",25,3,-95.37399862384468,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 2}",1
121,False,"{'a': 0.002, 'e': 0.9713379748520296}",20,0,-51.181270179525185,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
122,False,"{'a': 0.002, 'e': 0.97086062724081}",20,0,-78.79223438331071,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
123,False,"{'a': 0.002, 'e': 0.9703793961883759}",25,0,-80.57489420598056,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
124,False,"{'a': 0.002, 'e': 0.9698942836196508}",25,0,-123.01137529525222,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
125,False,"{'a': 0.002, 'e': 0.9694052914750845}",25,0,-190.62932606625083,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
126,False,"{'a': 0.002, 'e': 0.9689124217106447}",25,0,-86.22321397261146,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
127,False,"{'a': 0.002, 'e': 0.9684156762978101}",20,4,-13.330694352045894,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
128,False,"{'a': 0.002, 'e': 0.9679150572235615}",20,0,-137.74370523419432,"{0: 10, 1: 0, 2: 7, 3: 2, 4: 1}",0
129,False,"{'a': 0.002, 'e': 0.9674105664903746}",20,0,-35.43555928590521,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
130,False,"{'a': 0.002, 'e': 0.9669022061162116}",25,0,-105.68597112086819,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
131,False,"{'a': 0.002, 'e': 0.9663899781345132}",20,0,-104.11099075550597,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
132,False,"{'a': 0.002, 'e': 0.9658738845941909}",20,0,-11.340901879412531,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
133,False,"{'a': 0.002, 'e': 0.965353927559618}",25,0,-107.53368288208179,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
134,False,"{'a': 0.002, 'e': 0.9648301091106221}",30,12,-132.8913166601905,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 2}",1
135,False,"{'a': 0.002, 'e': 0.9643024313424761}",25,10,-53.08671902541357,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
136,False,"{'a': 0.002, 'e': 0.9637708963658905}",20,0,-48.78333880595349,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
137,False,"{'a': 0.002, 'e': 0.9632355063070045}",25,13,-13.968117355019348,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
138,False,"{'a': 0.002, 'e': 0.9626962633073776}",30,0,-17.56509026564486,"{0: 23, 1: 5, 2: 2, 3: 0, 4: 0}",0
139,False,"{'a': 0.002, 'e': 0.9621531695239809}",20,0,-84.6939609200481,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
140,False,"{'a': 0.002, 'e': 0.9616062271291891}",20,0,-51.27082246043093,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
141,False,"{'a': 0.002, 'e': 0.9610554383107709}",30,0,-134.87028102808165,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
142,False,"{'a': 0.002, 'e': 0.960500805271881}",25,0,-79.90079351290784,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
143,False,"{'a': 0.002, 'e': 0.9599423302310505}",20,0,-216.38648370681045,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 5}",1
144,False,"{'a': 0.002, 'e': 0.959380015422179}",25,0,-143.45358268360317,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 3}",0
145,False,"{'a': 0.002, 'e': 0.9588138630945251}",20,0,-94.98557862054251,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
146,False,"{'a': 0.002, 'e': 0.9582438755126972}",25,0,-53.70291255586906,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
147,False,"{'a': 0.002, 'e': 0.9576700549566448}",30,0,-69.05204557201299,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
148,False,"{'a': 0.002, 'e': 0.9570924037216496}",20,0,-36.05475172865584,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
149,False,"{'a': 0.002, 'e': 0.9565109241183156}",20,0,-115.26191540200685,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
150,False,"{'a': 0.002, 'e': 0.9559256184725605}",30,0,-162.56404350672835,"{0: 12, 1: 9, 2: 7, 3: 1, 4: 1}",0
151,False,"{'a': 0.002, 'e': 0.955336489125606}",25,0,-176.46181098675697,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
152,False,"{'a': 0.002, 'e': 0.9547435384339689}",20,0,-70.62999732413184,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
153,False,"{'a': 0.002, 'e': 0.9541467687694509}",20,0,-79.0350101443547,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
154,False,"{'a': 0.002, 'e': 0.9535461825191301}",20,0,-28.092045767257304,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 0}",0
155,False,"{'a': 0.002, 'e': 0.9529417820853506}",25,0,-82.28141480949395,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
156,False,"{'a': 0.002, 'e': 0.9523335698857134}",25,0,-100.24100046593496,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
157,False,"{'a': 0.002, 'e': 0.9517215483530664}",30,14,-43.80418459321692,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
158,False,"{'a': 0.002, 'e': 0.951105719935495}",30,0,-132.13880970442227,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
159,False,"{'a': 0.002, 'e': 0.9504860870963119}",20,0,-66.67729579363312,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
160,False,"{'a': 0.002, 'e': 0.9498626523140478}",20,0,-124.56048636604503,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
161,False,"{'a': 0.002, 'e': 0.9492354180824408}",30,0,-172.03965497674307,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
162,False,"{'a': 0.002, 'e': 0.9486043869104273}",20,0,-85.15751427399474,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
163,False,"{'a': 0.002, 'e': 0.9479695613221308}",30,0,-56.29227820941173,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
164,False,"{'a': 0.002, 'e': 0.9473309438568531}",30,0,-74.76593638480246,"{0: 21, 1: 4, 2: 4, 3: 0, 4: 1}",0
165,False,"{'a': 0.002, 'e': 0.9466885370690631}",20,0,-150.59934894224713,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
166,False,"{'a': 0.002, 'e': 0.946042343528387}",20,11,-12.362617687206251,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
167,False,"{'a': 0.002, 'e': 0.9453923658195982}",25,9,-24.61745912068868,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
168,False,"{'a': 0.002, 'e': 0.9447386065426066}",30,17,-34.44457133096335,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 0}",1
169,False,"{'a': 0.002, 'e': 0.9440810683124485}",20,0,-150.87032709691817,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
170,False,"{'a': 0.002, 'e': 0.9434197537592759}",25,0,-36.555818752998775,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
171,False,"{'a': 0.002, 'e': 0.9427546655283462}",25,1,-80.21172712666731,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 1}",1
172,False,"{'a': 0.002, 'e': 0.9420858062800114}",30,0,-21.408413574127955,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
173,False,"{'a': 0.002, 'e': 0.9414131786897075}",25,0,-124.06673272352062,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
174,False,"{'a': 0.002, 'e': 0.9407367854479443}",20,12,-12.492619035060406,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.002, 'e': 0.9400566292602934}",25,0,-77.9324987131748,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
176,False,"{'a': 0.002, 'e': 0.9393727128473789}",25,0,-154.71246048452664,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
177,False,"{'a': 0.002, 'e': 0.9386850389448655}",25,0,-74.94365816703225,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
178,False,"{'a': 0.002, 'e': 0.937993610303448}",30,0,-87.93583446332451,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 1}",0
179,False,"{'a': 0.002, 'e': 0.9372984296888399}",20,0,-83.9503665861497,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
180,False,"{'a': 0.002, 'e': 0.9365994998817627}",30,20,6.950750974751503,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.002, 'e': 0.9358968236779348}",30,0,-203.7169533222002,"{0: 16, 1: 8, 2: 2, 3: 0, 4: 4}",0
182,False,"{'a': 0.002, 'e': 0.9351904038880602}",30,0,-177.11621799213924,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
183,False,"{'a': 0.002, 'e': 0.9344802433378168}",20,0,-26.301447392609568,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
184,False,"{'a': 0.002, 'e': 0.933766344867846}",20,0,-91.16420145602441,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
